candidate_id,rank,score,reasoning
CAND_0018499,1,0.803273407449267,"7.2-year Senior Machine Learning Engineer with deep expertise in vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning; brings strong FAANG/product product experience; location: Noida, Uttar Pradesh (15d notice). Perfect founding-team fit."
CAND_0081846,2,0.7512082288964231,"Highly qualified Lead AI Engineer with 6.7 years in applied ML; expert in vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning with a strong product/startup background. Ready for hybrid Noida/Pune cadence."
CAND_0002025,3,0.7405137854065049,"Highly qualified Senior AI Engineer with 5.9 years in applied ML; expert in vector search, FAISS, and hybrid retrieval and applied machine learning and predictive modeling with a strong mixed engineering background. Ready for hybrid Noida/Pune cadence."
CAND_0053591,4,0.7195995549793315,"5.3-year AI Engineer with deep expertise in large language models, fine-tuning, and PyTorch and NLP, embeddings, and representation learning; brings strong product/startup product experience; location: Toronto (60d notice). Perfect founding-team fit."
CAND_0082086,5,0.7107590331815131,"Highly qualified Senior Software Engineer (ML) with 6.0 years in applied ML; expert in vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning with a strong product/startup background. Ready for hybrid Noida/Pune cadence."
CAND_0024147,6,0.6800709918702477,"Highly qualified ML Engineer with 5.9 years in applied ML; expert in data pipelines, Apache Spark, and database indexing and applied machine learning and predictive modeling with a strong product/startup background. Ready for hybrid Noida/Pune cadence."
CAND_0037566,7,0.6781835825388731,"Highly qualified Machine Learning Engineer with 6.9 years in applied ML; expert in large language models, fine-tuning, and PyTorch and NLP, embeddings, and representation learning with a strong mixed engineering background. Ready for hybrid Noida/Pune cadence."
CAND_0068351,8,0.6663354553524283,"6.4-year Lead AI Engineer with deep expertise in applied machine learning and predictive modeling and NLP, embeddings, and representation learning; brings strong mixed engineering product experience; location: Delhi, Delhi (0d notice). Perfect founding-team fit."
CAND_0079387,9,0.6649223438574758,"Highly qualified AI Engineer with 6.9 years in applied ML; expert in applied machine learning and predictive modeling and NLP, embeddings, and representation learning with a strong mixed engineering background. Ready for hybrid Noida/Pune cadence."
CAND_0018888,10,0.6563054069080795,"Highly qualified AI Research Engineer with 6.5 years in applied ML; expert in applied machine learning and predictive modeling and NLP, embeddings, and representation learning with a strong FAANG/product background. Ready for hybrid Noida/Pune cadence."
CAND_0032527,11,0.6563053969080794,"3.9-year Junior ML Engineer with deep expertise in vector search, FAISS, and hybrid retrieval and data pipelines, Apache Spark, and database indexing; brings strong product/startup product experience; location: Ahmedabad, Gujarat (30d notice). Perfect founding-team fit."
CAND_0052431,12,0.6563053869080794,"5.3-year ML Engineer with deep expertise in large language models, fine-tuning, and PyTorch and NLP, embeddings, and representation learning; brings strong FAANG/product product experience; location: Ahmedabad, Gujarat (45d notice). Perfect founding-team fit."
CAND_0068910,13,0.6563053769080793,"Highly qualified Senior Software Engineer with 5.7 years in applied ML; expert in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval with a strong product/startup background. Ready for hybrid Noida/Pune cadence."
CAND_0093912,14,0.6563053669080793,"Highly qualified Senior Data Scientist with 5.3 years in applied ML; expert in large language models, fine-tuning, and PyTorch and NLP, embeddings, and representation learning with a strong FAANG/product background. Ready for hybrid Noida/Pune cadence."
CAND_0030031,15,0.6563053569080792,"5.7-year AI Engineer with deep expertise in NLP, embeddings, and representation learning and vector search, FAISS, and hybrid retrieval; brings strong FAANG/product product experience; location: Trivandrum, Kerala (30d notice). Perfect founding-team fit."
CAND_0098846,16,0.6537291197328817,"Solid AI Engineer with 7.6 years of ML experience; strong match in vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning from FAANG/product companies. Minor concern: limited direct evidence of high-scale vector database deployment, but remains a highly competitive candidate."
CAND_0054123,17,0.6523411453117037,"Solid Applied ML Engineer with 4.7 years of ML experience; strong match in vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning from FAANG/product companies. Minor concern: activity recency indicates they are not actively looking (last login 49 days ago), but remains a highly competitive candidate."
CAND_0080766,18,0.6470791877347356,"Experienced Staff Machine Learning Engineer (8.8 yrs) with good expertise in vector search, FAISS, and hybrid retrieval and applied machine learning and predictive modeling. While there is a concern regarding notice period of 0 days will require buyout support, their technical depth offsets this gap."
CAND_0064969,19,0.6350547342678343,"6.1 years in AI engineering as a Senior Software Engineer; demonstrates strong hands-on skills in large language models, fine-tuning, and PyTorch and vector search, FAISS, and hybrid retrieval. Acknowledge concern on activity recency indicates they are not actively looking (last login 41 days ago); otherwise a very strong profile."
CAND_0071974,20,0.6344610412238342,"7.8 years in AI engineering as a Senior AI Engineer; demonstrates strong hands-on skills in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval. Acknowledge concern on activity recency indicates they are not actively looking (last login 71 days ago); otherwise a very strong profile."
CAND_0077337,21,0.6266899887064398,"7.0 years in AI engineering as a Staff Machine Learning Engineer; demonstrates strong hands-on skills in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval. Acknowledge concern on activity recency indicates they are not actively looking (last login 31 days ago); otherwise a very strong profile."
CAND_0048558,22,0.6195359083468673,"6.7 years in AI engineering as a Data Scientist; demonstrates strong hands-on skills in vector search, FAISS, and hybrid retrieval and large language models, fine-tuning, and PyTorch. Acknowledge concern on profile views and recruiter response rates are currently moderate; otherwise a very strong profile."
CAND_0017178,23,0.619499312416881,"Experienced ML Engineer (4.2 yrs) with good expertise in data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch. While there is a concern regarding profile views and recruiter response rates are currently moderate, their technical depth offsets this gap."
CAND_0068932,24,0.6168260538852679,"5.2 years in AI engineering as a ML Engineer; demonstrates strong hands-on skills in vector search, FAISS, and hybrid retrieval and large language models, fine-tuning, and PyTorch. Acknowledge concern on profile views and recruiter response rates are currently moderate; otherwise a very strong profile."
CAND_0061257,25,0.6129206631663547,"8.0 years in AI engineering as a Staff Machine Learning Engineer; demonstrates strong hands-on skills in applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing. Acknowledge concern on limited direct evidence of high-scale vector database deployment; otherwise a very strong profile."
CAND_0042029,26,0.6105748800972582,"Experienced Senior Data Scientist (6.5 yrs) with good expertise in applied machine learning and predictive modeling and NLP, embeddings, and representation learning. While there is a concern regarding limited direct evidence of high-scale vector database deployment, their technical depth offsets this gap."
CAND_0078042,27,0.6102032004201577,"4.7 years in AI engineering as a Applied ML Engineer; demonstrates strong hands-on skills in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval. Acknowledge concern on activity recency indicates they are not actively looking (last login 63 days ago); otherwise a very strong profile."
CAND_0059017,28,0.6093497745766346,"Solid AI Research Engineer with 6.8 years of ML experience; strong match in NLP, embeddings, and representation learning and vector search, FAISS, and hybrid retrieval from product/startup companies. Minor concern: limited direct evidence of high-scale vector database deployment, but remains a highly competitive candidate."
CAND_0046132,29,0.6093104015610062,"Experienced AI Research Engineer (4.3 yrs) with good expertise in vector search, FAISS, and hybrid retrieval and applied machine learning and predictive modeling. While there is a concern regarding notice period of 30 days will require buyout support, their technical depth offsets this gap."
CAND_0091745,30,0.606664868048787,"Solid Junior ML Engineer with 5.9 years of ML experience; strong match in NLP, embeddings, and representation learning and applied machine learning and predictive modeling from mixed engineering companies. Minor concern: notice period of 30 days will require buyout support, but remains a highly competitive candidate."
CAND_0008295,31,0.6056271222818669,"Experienced AI Research Engineer (6.5 yrs) with good expertise in vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning. While there is a concern regarding activity recency indicates they are not actively looking (last login 31 days ago), their technical depth offsets this gap."
CAND_0029213,32,0.6047498747334568,"7.0 years in AI engineering as a Analytics Engineer; demonstrates strong hands-on skills in large language models, fine-tuning, and PyTorch and NLP, embeddings, and representation learning. Acknowledge concern on profile views and recruiter response rates are currently moderate; otherwise a very strong profile."
CAND_0020877,33,0.6046203956465059,"Experienced Applied ML Engineer (5.1 yrs) with good expertise in large language models, fine-tuning, and PyTorch and vector search, FAISS, and hybrid retrieval. While there is a concern regarding limited direct evidence of high-scale vector database deployment, their technical depth offsets this gap."
CAND_0078002,34,0.603291553211637,"Solid Machine Learning Engineer with 6.3 years of ML experience; strong match in vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning from FAANG/product companies. Minor concern: limited direct evidence of high-scale vector database deployment, but remains a highly competitive candidate."
CAND_0007596,35,0.5993193509484557,"Solid Junior ML Engineer with 4.4 years of ML experience; strong match in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval from product/startup companies. Minor concern: notice period of 45 days will require buyout support, but remains a highly competitive candidate."
CAND_0045250,36,0.5959454879660432,"6.6 years in AI engineering as a Applied ML Engineer; demonstrates strong hands-on skills in vector search, FAISS, and hybrid retrieval and large language models, fine-tuning, and PyTorch. Acknowledge concern on profile views and recruiter response rates are currently moderate; otherwise a very strong profile."
CAND_0020350,37,0.5938413314519663,"Experienced AI Engineer (5.8 yrs) with good expertise in data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch. While there is a concern regarding profile views and recruiter response rates are currently moderate, their technical depth offsets this gap."
CAND_0004402,38,0.5927866497833193,"6.0 years in AI engineering as a AI Research Engineer; demonstrates strong hands-on skills in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval. Acknowledge concern on activity recency indicates they are not actively looking (last login 32 days ago); otherwise a very strong profile."
CAND_0075249,39,0.5923566027294624,"Solid Applied ML Engineer with 6.2 years of ML experience; strong match in data pipelines, Apache Spark, and database indexing and NLP, embeddings, and representation learning from FAANG/product companies. Minor concern: notice period of 45 days will require buyout support, but remains a highly competitive candidate."
CAND_0062247,40,0.5888958597414234,"7.3 years in AI engineering as a AI Engineer; demonstrates strong hands-on skills in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval. Acknowledge concern on activity recency indicates they are not actively looking (last login 64 days ago); otherwise a very strong profile."
CAND_0065195,41,0.5873671193890072,"Mid-level Search Engineer (5.1 yrs) with relevant exposure to data pipelines, Apache Spark, and database indexing and applied machine learning and predictive modeling. Practical profile showing moderate alignment with key JD deliverables."
CAND_0006418,42,0.587301777466055,"5.7-year engineer showing steady growth in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval; background in FAANG/product environments. Location is Gurgaon, Haryana; suitable for a mid-tier placement."
CAND_0040887,43,0.586575512265834,"Competent Machine Learning Engineer with 4.7 years of experience; possesses applied machine learning and predictive modeling and vector search, FAISS, and hybrid retrieval. Has worked primarily in FAANG/product settings. Notice period is 15 days."
CAND_0066999,44,0.5759962234280299,"Mid-level Recommendation Systems Engineer (5.9 yrs) with relevant exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing. Practical profile showing moderate alignment with key JD deliverables."
CAND_0079284,45,0.5726135800930193,"Mid-level Machine Learning Engineer (4.9 yrs) with relevant exposure to data pipelines, Apache Spark, and database indexing and NLP, embeddings, and representation learning. Practical profile showing moderate alignment with key JD deliverables."
CAND_0052328,46,0.569999607076245,"Competent Recommendation Systems Engineer with 6.5 years of experience; possesses data pipelines, Apache Spark, and database indexing and NLP, embeddings, and representation learning. Has worked primarily in FAANG/product settings. Notice period is 30 days."
CAND_0017093,47,0.5696042915879134,"Mid-level ML Engineer (5.9 yrs) with relevant exposure to data pipelines, Apache Spark, and database indexing and applied machine learning and predictive modeling. Practical profile showing moderate alignment with key JD deliverables."
CAND_0036184,48,0.5695347913856512,"Competent Recommendation Systems Engineer with 6.0 years of experience; possesses applied machine learning and predictive modeling and vector search, FAISS, and hybrid retrieval. Has worked primarily in FAANG/product settings. Notice period is 30 days."
CAND_0055905,49,0.5674098672794484,"8.1-year engineer showing steady growth in NLP, embeddings, and representation learning and data pipelines, Apache Spark, and database indexing; background in mixed engineering environments. Location is London; suitable for a mid-tier placement."
CAND_0076163,50,0.5640089403627501,"6.9-year engineer showing steady growth in NLP, embeddings, and representation learning and data pipelines, Apache Spark, and database indexing; background in FAANG/product environments. Location is Chandigarh, Chandigarh; suitable for a mid-tier placement."
CAND_0096801,51,0.5635022533027301,"Mid-level AI Research Engineer (4.2 yrs) with relevant exposure to data pipelines, Apache Spark, and database indexing and NLP, embeddings, and representation learning. Practical profile showing moderate alignment with key JD deliverables."
CAND_0090155,52,0.563151261900577,"5.8-year engineer showing steady growth in vector search, FAISS, and hybrid retrieval and large language models, fine-tuning, and PyTorch; background in FAANG/product environments. Location is Pune, Maharashtra; suitable for a mid-tier placement."
CAND_0073314,53,0.5627135066760462,"5.2-year engineer showing steady growth in vector search, FAISS, and hybrid retrieval and data pipelines, Apache Spark, and database indexing; background in FAANG/product environments. Location is Noida, Uttar Pradesh; suitable for a mid-tier placement."
CAND_0083879,54,0.5618117577101062,"Competent Machine Learning Engineer with 7.1 years of experience; possesses data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch. Has worked primarily in product/startup settings. Notice period is 30 days."
CAND_0051630,55,0.5610339776182023,"Competent Machine Learning Engineer with 6.0 years of experience; possesses applied machine learning and predictive modeling and vector search, FAISS, and hybrid retrieval. Has worked primarily in product/startup settings. Notice period is 90 days."
CAND_0046525,56,0.559786896261313,"Mid-level Senior Machine Learning Engineer (6.1 yrs) with relevant exposure to large language models, fine-tuning, and PyTorch and applied machine learning and predictive modeling. Practical profile showing moderate alignment with key JD deliverables."
CAND_0080534,57,0.5583245867245661,"Mid-level ML Engineer (3.8 yrs) with relevant exposure to large language models, fine-tuning, and PyTorch and NLP, embeddings, and representation learning. Practical profile showing moderate alignment with key JD deliverables."
CAND_0043860,58,0.5544490399181315,"Mid-level Junior ML Engineer (6.1 yrs) with relevant exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing. Practical profile showing moderate alignment with key JD deliverables."
CAND_0017171,59,0.5542890633557038,"Competent Analytics Engineer with 6.7 years of experience; possesses applied machine learning and predictive modeling and NLP, embeddings, and representation learning. Has worked primarily in FAANG/product settings. Notice period is 30 days."
CAND_0011687,60,0.5538781688298785,"Mid-level Senior NLP Engineer (7.8 yrs) with relevant exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing. Practical profile showing moderate alignment with key JD deliverables."
CAND_0002706,61,0.5536195106619565,"Competent Junior ML Engineer with 6.9 years of experience; possesses applied machine learning and predictive modeling and NLP, embeddings, and representation learning. Has worked primarily in FAANG/product settings. Notice period is 90 days."
CAND_0037331,62,0.5479567330521234,"Mid-level Backend Engineer (6.7 yrs) with relevant exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing. Practical profile showing moderate alignment with key JD deliverables."
CAND_0093193,63,0.5464882989167806,"Mid-level Senior Machine Learning Engineer (7.9 yrs) with relevant exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing. Practical profile showing moderate alignment with key JD deliverables."
CAND_0033445,64,0.5453542278846786,"Mid-level ML Engineer (6.8 yrs) with relevant exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing. Practical profile showing moderate alignment with key JD deliverables."
CAND_0079888,65,0.5451583462679979,"4.3-year engineer showing steady growth in applied machine learning and predictive modeling and vector search, FAISS, and hybrid retrieval; background in product/startup environments. Location is Gurgaon, Haryana; suitable for a mid-tier placement."
CAND_0026942,66,0.5437004552071333,"Competent Junior ML Engineer with 6.0 years of experience; possesses data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch. Has worked primarily in mixed engineering settings. Notice period is 30 days."
CAND_0049538,67,0.5428296062775461,"5.8-year engineer showing steady growth in data pipelines, Apache Spark, and database indexing and vector search, FAISS, and hybrid retrieval; background in mixed engineering environments. Location is Jaipur, Rajasthan; suitable for a mid-tier placement."
CAND_0066690,68,0.542263039888531,"Competent ML Engineer with 4.8 years of experience; possesses data pipelines, Apache Spark, and database indexing and applied machine learning and predictive modeling. Has worked primarily in mixed engineering settings. Notice period is 30 days."
CAND_0082760,69,0.5405586972775227,"Competent ML Engineer with 3.3 years of experience; possesses NLP, embeddings, and representation learning and large language models, fine-tuning, and PyTorch. Has worked primarily in FAANG/product settings. Notice period is 30 days."
CAND_0053527,70,0.5390078670347311,"Competent Junior ML Engineer with 7.0 years of experience; possesses NLP, embeddings, and representation learning and large language models, fine-tuning, and PyTorch. Has worked primarily in FAANG/product settings. Notice period is 90 days."
CAND_0005193,71,0.5382088941854952,"Adjacent profile with 6.2 years as a Senior Software Engineer; has exposure to data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch but lacks deep production systems experience. Included as filler based on solid coding fundamentals and clean Github activity score."
CAND_0017090,72,0.5356724871049142,"Adjacent profile with 5.5 years as a Senior Software Engineer (ML); has exposure to data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch but lacks deep production systems experience. Included as filler based on solid coding fundamentals and clean Github activity score."
CAND_0050454,73,0.5346908262734255,"AI Engineer with 6.8 years of experience; displays basic familiarity with data pipelines, Apache Spark, and database indexing and NLP, embeddings, and representation learning. Gaps identified in scrappy product engineering in early-stage startups, but shows a redeeming signal in solid academic tier credentials."
CAND_0099806,74,0.5314508109466627,"AI Engineer with 4.6 years of experience; displays basic familiarity with NLP, embeddings, and representation learning and data pipelines, Apache Spark, and database indexing. Gaps identified in deep production experience with vector DB optimization, but shows a redeeming signal in practical engineering experience in adjacent backend technologies."
CAND_0054100,75,0.5298240695399099,"Junior ML Engineer with 6.0 years of experience; displays basic familiarity with large language models, fine-tuning, and PyTorch and vector search, FAISS, and hybrid retrieval. Gaps identified in deep production experience with vector DB optimization, but shows a redeeming signal in solid coding fundamentals and clean Github activity score."
CAND_0019288,76,0.5292759257052031,"AI Research Engineer with 5.7 years of experience; displays basic familiarity with vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning. Gaps identified in modern LLM eval frameworks, but shows a redeeming signal in practical engineering experience in adjacent backend technologies."
CAND_0075439,77,0.5287149857752952,"Machine Learning Engineer with 4.3 years of experience; displays basic familiarity with applied machine learning and predictive modeling and vector search, FAISS, and hybrid retrieval. Gaps identified in high-scale dense vector retrieval, but shows a redeeming signal in willingness to relocate and flexible work mode preference."
CAND_0044855,78,0.5262740846162202,"Senior Data Scientist with 6.6 years of experience; displays basic familiarity with vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning. Gaps identified in modern LLM eval frameworks, but shows a redeeming signal in practical engineering experience in adjacent backend technologies."
CAND_0015528,79,0.5249317805513082,"General engineering background (7.4 yrs) with limited direct AI alignment. Presenting basic exposure to NLP, embeddings, and representation learning and applied machine learning and predictive modeling; selected as filler given practical engineering experience in adjacent backend technologies."
CAND_0024990,80,0.5234168175596758,"Junior ML Engineer with 5.2 years of experience; displays basic familiarity with vector search, FAISS, and hybrid retrieval and NLP, embeddings, and representation learning. Gaps identified in modern LLM eval frameworks, but shows a redeeming signal in practical engineering experience in adjacent backend technologies."
CAND_0045778,81,0.5224231818145443,"Adjacent profile with 4.4 years as a Senior Software Engineer (ML); has exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing but lacks deep production systems experience. Included as filler based on high profile completeness and verified credentials."
CAND_0005649,82,0.5223419769630022,"Senior Data Scientist with 7.4 years of experience; displays basic familiarity with NLP, embeddings, and representation learning and data pipelines, Apache Spark, and database indexing. Gaps identified in deep production experience with vector DB optimization, but shows a redeeming signal in practical engineering experience in adjacent backend technologies."
CAND_0061655,83,0.5200763950351195,"Machine Learning Engineer with 4.6 years of experience; displays basic familiarity with NLP, embeddings, and representation learning and data pipelines, Apache Spark, and database indexing. Gaps identified in deep production experience with vector DB optimization, but shows a redeeming signal in practical engineering experience in adjacent backend technologies."
CAND_0011327,84,0.519660065049083,"Adjacent profile with 6.3 years as a AI Research Engineer; has exposure to large language models, fine-tuning, and PyTorch and NLP, embeddings, and representation learning but lacks deep production systems experience. Included as filler based on willingness to relocate and flexible work mode preference."
CAND_0038368,85,0.5191624691420752,"ML Engineer with 5.4 years of experience; displays basic familiarity with NLP, embeddings, and representation learning and applied machine learning and predictive modeling. Gaps identified in modern LLM eval frameworks, but shows a redeeming signal in willingness to relocate and flexible work mode preference."
CAND_0062096,86,0.5174160305030767,"General engineering background (8.0 yrs) with limited direct AI alignment. Presenting basic exposure to data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch; selected as filler given solid academic tier credentials."
CAND_0010176,87,0.515930334995749,"Adjacent profile with 5.4 years as a Data Engineer; has exposure to NLP, embeddings, and representation learning and large language models, fine-tuning, and PyTorch but lacks deep production systems experience. Included as filler based on practical engineering experience in adjacent backend technologies."
CAND_0013665,88,0.5135549912524839,"General engineering background (5.2 yrs) with limited direct AI alignment. Presenting basic exposure to data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch; selected as filler given solid academic tier credentials."
CAND_0039522,89,0.5120299306353964,"Adjacent profile with 6.9 years as a Senior Data Engineer; has exposure to large language models, fine-tuning, and PyTorch and vector search, FAISS, and hybrid retrieval but lacks deep production systems experience. Included as filler based on high profile completeness and verified credentials."
CAND_0054859,90,0.5106966141616706,"General engineering background (6.9 yrs) with limited direct AI alignment. Presenting basic exposure to NLP, embeddings, and representation learning and large language models, fine-tuning, and PyTorch; selected as filler given high profile completeness and verified credentials."
CAND_0091534,91,0.5096115664622678,"AI Engineer with 16.6 years of experience; displays basic familiarity with NLP, embeddings, and representation learning and applied machine learning and predictive modeling. Gaps identified in modern LLM eval frameworks, but shows a redeeming signal in willingness to relocate and flexible work mode preference."
CAND_0046533,92,0.5092365093358105,"Software Engineer with 4.3 years of experience; displays basic familiarity with NLP, embeddings, and representation learning and applied machine learning and predictive modeling. Gaps identified in modern LLM eval frameworks, but shows a redeeming signal in willingness to relocate and flexible work mode preference."
CAND_0005509,93,0.5091847280499362,"Adjacent profile with 6.0 years as a Data Scientist; has exposure to applied machine learning and predictive modeling and data pipelines, Apache Spark, and database indexing but lacks deep production systems experience. Included as filler based on high profile completeness and verified credentials."
CAND_0036437,94,0.5091426255732279,"Adjacent profile with 4.8 years as a Search Engineer; has exposure to applied machine learning and predictive modeling and large language models, fine-tuning, and PyTorch but lacks deep production systems experience. Included as filler based on high profile completeness and verified credentials."
CAND_0033350,95,0.5089803987589799,"General engineering background (6.2 yrs) with limited direct AI alignment. Presenting basic exposure to data pipelines, Apache Spark, and database indexing and large language models, fine-tuning, and PyTorch; selected as filler given solid academic tier credentials."
CAND_0026716,96,0.5085854898222504,"General engineering background (5.6 yrs) with limited direct AI alignment. Presenting basic exposure to large language models, fine-tuning, and PyTorch and data pipelines, Apache Spark, and database indexing; selected as filler given practical engineering experience in adjacent backend technologies."
CAND_0005538,97,0.5084920779506904,"General engineering background (5.9 yrs) with limited direct AI alignment. Presenting basic exposure to large language models, fine-tuning, and PyTorch and data pipelines, Apache Spark, and database indexing; selected as filler given practical engineering experience in adjacent backend technologies."
CAND_0097176,98,0.5060020166448177,"ML Engineer with 5.9 years of experience; displays basic familiarity with applied machine learning and predictive modeling and large language models, fine-tuning, and PyTorch. Gaps identified in scrappy product engineering in early-stage startups, but shows a redeeming signal in solid coding fundamentals and clean Github activity score."
CAND_0069638,99,0.5047378980297292,"Computer Vision Engineer with 6.2 years of experience; displays basic familiarity with vector search, FAISS, and hybrid retrieval and applied machine learning and predictive modeling. Gaps identified in modern LLM eval frameworks, but shows a redeeming signal in practical engineering experience in adjacent backend technologies."
CAND_0015057,100,0.5037459978484747,"General engineering background (4.6 yrs) with limited direct AI alignment. Presenting basic exposure to large language models, fine-tuning, and PyTorch and data pipelines, Apache Spark, and database indexing; selected as filler given practical engineering experience in adjacent backend technologies."
